"date","year","month","day","weeknr","total_fahrzeug","total_oev","total_fuss","total_velo","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline","covid_cases_bs","pm25","temperature","precipitation","total_transport"
2014-12-29,2014,12,29,1,755854,,,,,,,,,,,,3.8,49.2,755854
2015-01-05,2015,1,5,2,1870900,,248886,208031,,,,,,,,,3.1,67.9,2327817
2015-01-12,2015,1,12,3,1935041,,237961,204939,,,,,,,,,3.1,67.9,2377941
2015-01-19,2015,1,19,4,1933862,,231793,199398,,,,,,,,,3.1,67.9,2365053
2015-01-26,2015,1,26,5,1941044,,220114,186702,,,,,,,,,3.1,67.9,2347860
2015-02-02,2015,2,2,6,1995734,,248603,190017,,,,,,,,,1.6,25.4,2434354
2015-02-09,2015,2,9,7,2000931,,271989,203556,,,,,,,,,1.6,25.4,2476476
2015-02-16,2015,2,16,8,1905744,,249191,178667,,,,,,,,,1.6,25.4,2333602
2015-02-23,2015,2,23,9,1915484,,418760,150461,,,,,,,,,1.6,25.4,2484705
2015-03-02,2015,3,2,10,2033637,,287561,238374,,,,,,,,,7.4,31.3,2559572
2015-03-09,2015,3,9,11,2028485,,306753,286015,,,,,,,,,7.4,31.3,2621253
2015-03-16,2015,3,16,12,2103519,,310726,312955,,,,,,,,,7.4,31.3,2727200
2015-03-23,2015,3,23,13,2086070,,276894,287802,,,,,,,,,7.4,31.3,2650766
2015-03-30,2015,3,30,14,1829636,,215143,157402,,,,,,,,,7.4,31.3,2202181
2015-04-06,2015,4,6,15,1838942,,295209,237602,,,,,,,,,11.2,87.6,2371753
2015-04-13,2015,4,13,16,2048249,,298989,305195,,,,,,,,,11.2,87.6,2652433
2015-04-20,2015,4,20,17,2050607,,307323,325991,,,,,,,,,11.2,87.6,2683921
2015-04-27,2015,4,27,18,1931670,,243267,221233,,,,,,,,,11.2,87.6,2396170
2015-05-04,2015,5,4,19,2074470,,299142,302400,,,,,,,,,15,92.1,2676012
2015-05-11,2015,5,11,20,1804527,,266912,260438,,,,,,,,,15,92.1,2331877
2015-05-18,2015,5,18,21,1951682,,272600,294192,,,,,,,,,15,92.1,2518474
2015-05-25,2015,5,25,22,1862616,,279259,289312,,,,,,,,,15,92.1,2431187
2015-06-01,2015,6,1,23,1933439,,294016,352865,,,,,,,,,18.7,94.5,2580320
2015-06-08,2015,6,8,24,1977080,,281801,322970,,,,,,,,,18.7,94.5,2581851
2015-06-15,2015,6,15,25,2060240,,289583,269442,,,,,,,,,18.7,94.5,2619265
2015-06-22,2015,6,22,26,1931278,,314290,336274,,,,,,,,,18.7,94.5,2581842
2015-06-29,2015,6,29,27,1878975,,265662,349811,,,,,,,,,18.7,94.5,2494448
2015-07-06,2015,7,6,28,1768713,,252038,283816,,,,,,,,,23.2,22.9,2304567
2015-07-13,2015,7,13,29,1707315,,265544,286924,,,,,,,,,23.2,22.9,2259783
2015-07-20,2015,7,20,30,1788913,,292236,274850,,,,,,,,,23.2,22.9,2355999
2015-07-27,2015,7,27,31,1758633,,253439,258756,,,,,,,,,23.2,22.9,2270828
2015-08-03,2015,8,3,32,1785617,,240181,287295,,,,,,,,,21,73.7,2313093
2015-08-10,2015,8,10,33,1946065,,245468,275353,,,,,,,,,21,73.7,2466886
2015-08-17,2015,8,17,34,1985095,,272840,338307,,,,,,,,,21,73.7,2596242
2015-08-24,2015,8,24,35,2021119,,261542,336869,,,,,,,,,21,73.7,2619530
2015-08-31,2015,8,31,36,2029213,,263244,333263,,,,,,,,,21,73.7,2625720
2015-09-07,2015,9,7,37,2010988,,268904,337738,,,,,,,,,14.4,49,2617630
2015-09-14,2015,9,14,38,2037934,,267231,317502,,,,,,,,,14.4,49,2622667
2015-09-21,2015,9,21,39,2055729,,287254,327099,,,,,,,,,14.4,49,2670082
2015-09-28,2015,9,28,40,2080368,,297985,330885,,,,,,,,,14.4,49,2709238
2015-10-05,2015,10,5,41,1971960,,250697,245397,,,,,,,,,10.2,36,2468054
2015-10-12,2015,10,12,42,2007796,,259668,234464,,,,,,,,,10.2,36,2501928
2015-10-19,2015,10,19,43,2163812,,302524,308565,,,,,,,,,10.2,36,2774901
2015-10-26,2015,10,26,44,2209562,,260091,318431,,,,,,,,,10.2,36,2788084
2015-11-02,2015,11,2,45,2155305,,265920,296270,,,,,,,,,8.7,48.9,2717495
2015-11-09,2015,11,9,46,2147309,,255728,292570,,,,,,,,,8.7,48.9,2695607
2015-11-16,2015,11,16,47,2135058,,244465,254084,,,,,,,,,8.7,48.9,2633607
2015-11-23,2015,11,23,48,2200495,,257712,234341,,,,,,,,,8.7,48.9,2692548
2015-11-30,2015,11,30,49,2232705,,292222,251599,,,,,,,,,8.7,48.9,2776526
2015-12-07,2015,12,7,50,2258898,,299569,251068,,,,,,,,,5.5,16,2809535
2015-12-14,2015,12,14,51,2275765,,305280,247137,,,,,,,,,5.5,16,2828182
2015-12-21,2015,12,21,52,1815108,,237854,165179,,,,,,,,,5.5,16,2218141
2015-12-28,2015,12,28,53,1605067,,224997,120501,,,,,,,,,5.5,16,1950565
2016-01-04,2016,1,4,1,2122354,,221857,227553,,,,,,,,,3.7,131.9,2571764
2016-01-11,2016,1,11,2,2251866,,232468,234335,,,,,,,,,3.7,131.9,2718669
2016-01-18,2016,1,18,3,2204464,,230571,227292,,,,,,,,,3.7,131.9,2662327
2016-01-25,2016,1,25,4,2277459,,260981,273516,,,,,,,,,3.7,131.9,2811956
2016-02-01,2016,2,1,5,2268322,,252748,265375,,,,,,,,,5.2,86.1,2786445
2016-02-08,2016,2,8,6,2146956,,224574,190036,,,,,,,,,5.2,86.1,2561566
2016-02-15,2016,2,15,7,1997505,,346867,192013,,,,,,,,,5.2,86.1,2536385
2016-02-22,2016,2,22,8,2283105,,251647,260659,,,,,,,,,5.2,86.1,2795411
2016-02-29,2016,2,29,9,2286123,,280256,246343,,,,,,,,,5.2,86.1,2812722
2016-03-07,2016,3,7,10,2278040,,300826,279442,,,,,,,,,5.7,37.8,2858308
2016-03-14,2016,3,14,11,2353879,,341143,304867,,,,,,,,,5.7,37.8,2999889
2016-03-21,2016,3,21,12,2074728,,294294,232322,,,,,,,,,5.7,37.8,2601344
2016-03-28,2016,3,28,13,2083648,,285441,261387,,,,,,,,,5.7,37.8,2630476
2016-04-04,2016,4,4,14,2325130,,301071,338834,,,,,,,,,9.7,144.8,2965035
2016-04-11,2016,4,11,15,2274700,,300793,310450,,,,,,,,,9.7,144.8,2885943
2016-04-18,2016,4,18,16,2282986,,324852,349872,,,,,,,,,9.7,144.8,2957710
2016-04-25,2016,4,25,17,2331738,,295358,308615,,,,,,,,,9.7,144.8,2935711
2016-05-02,2016,5,2,18,1994831,,339583,337406,,,,,,,,,13.9,154.7,2671820
2016-05-09,2016,5,9,19,2170443,,290772,322889,,,,,,,,,13.9,154.7,2784104
2016-05-16,2016,5,16,20,2059339,,355454,352042,,,,,,,,,13.9,154.7,2766835
2016-05-23,2016,5,23,21,2244561,,305053,367803,,,,,,,,,13.9,154.7,2917417
2016-05-30,2016,5,30,22,2234091,,323328,336437,,,,,,,,,13.9,154.7,2893856
2016-06-06,2016,6,6,23,2174646,,308702,367645,,,,,,,,,17.7,176.2,2850993
2016-06-13,2016,6,13,24,2260530,,341826,296332,,,,,,,,,17.7,176.2,2898688
2016-06-20,2016,6,20,25,2154553,,316158,407395,,,,,,,,,17.7,176.2,2878106
2016-06-27,2016,6,27,26,2157772,,313566,410620,,,,,,,,,17.7,176.2,2881958
2016-07-04,2016,7,4,27,1989477,,308015,400704,,,,,,,,,20.7,35.7,2698196
2016-07-11,2016,7,11,28,1960579,,296627,315495,,,,,,,,,20.7,35.7,2572701
2016-07-18,2016,7,18,29,1880670,,289353,345079,,,,,,,,,20.7,35.7,2515102
2016-07-25,2016,7,25,30,1859965,,309573,344400,,,,,,,,,20.7,35.7,2513938
2016-08-01,2016,8,1,31,1796611,,280023,309014,,,,,,,,,20.3,69.2,2385648
2016-08-08,2016,8,8,32,1928095,,341045,375673,,,,,,,,,20.3,69.2,2644813
2016-08-15,2016,8,15,33,1958990,,330536,375654,,,,,,,,,20.3,69.2,2665180
2016-08-22,2016,8,22,34,1937429,,345465,438431,,,,,,,,,20.3,69.2,2721325
2016-08-29,2016,8,29,35,1995725,,332902,404718,,,,,,,,,20.3,69.2,2733345
2016-09-05,2016,9,5,36,1990754,,343846,363640,,,,,,,,,17.8,44.7,2698240
2016-09-12,2016,9,12,37,1974425,,320737,341569,,,,,,,,,17.8,44.7,2636731
2016-09-19,2016,9,19,38,2022597,,361722,358308,,,,,,,,,17.8,44.7,2742627
2016-09-26,2016,9,26,39,2062957,,349798,342316,,,,,,,,,17.8,44.7,2755071
2016-10-03,2016,10,3,40,1989459,,317180,264026,,,,,,,,,9.6,57.7,2570665
2016-10-10,2016,10,10,41,2066013,,322307,261417,,,,,,,,,9.6,57.7,2649737
2016-10-17,2016,10,17,42,2201926,,337771,291821,,,,,,,,,9.6,57.7,2831518
2016-10-24,2016,10,24,43,2282080,,426599,297183,,,,,,,,,9.6,57.7,3005862
2016-10-31,2016,10,31,44,2186420,,443100,302841,,,,,,,,,9.6,57.7,2932361
2016-11-07,2016,11,7,45,2196750,,383749,261963,,,,,,,,,5.9,54.7,2842462
2016-11-14,2016,11,14,46,2190664,,355683,269228,,,,,,,,,5.9,54.7,2815575
2016-11-21,2016,11,21,47,2179161,,378661,288881,,,,,,,,,5.9,54.7,2846703
2016-11-28,2016,11,28,48,2215448,,383805,268803,,,,,,,,,5.9,54.7,2868056
2016-12-05,2016,12,5,49,2236882,,398722,261433,,,,,,,,,1,3.3,2897037
2016-12-12,2016,12,12,50,2230237,,392358,258119,,,,,,,,,1,3.3,2880714
2016-12-19,2016,12,19,51,2105026,,339067,217872,,,,,,,,,1,3.3,2661965
2016-12-26,2016,12,26,52,1584418,,317458,120381,,,,,,,,,1,3.3,2022257
2017-01-02,2017,1,2,1,1811096,,296416,165367,,,,,,,,,-1.7,38.5,2272879
2017-01-09,2017,1,9,2,1938639,,324539,184492,,,,,,,,,-1.7,38.5,2447670
2017-01-16,2017,1,16,3,2004615,,306469,189146,,,,,,,,,-1.7,38.5,2500230
2017-01-23,2017,1,23,4,2048958,,306766,196705,,,,,,,,,-1.7,38.5,2552429
2017-01-30,2017,1,30,5,1915261,,316692,220046,,,,,,,,,-1.7,38.5,2451999
2017-02-06,2017,2,6,6,1856461,,335665,232235,,,,,,,,,5.5,59,2424361
2017-02-13,2017,2,13,7,1873710,,367370,269501,,,,,,,,,5.5,59,2510581
2017-02-20,2017,2,20,8,1873193,,352636,280371,,,,,,,,,5.5,59,2506200
2017-02-27,2017,2,27,9,1823959,,345064,228691,,,,,,,,,5.5,59,2397714
2017-03-06,2017,3,6,10,1682500,,535537,214739,,,,,,,,,9.6,36.4,2432776
2017-03-13,2017,3,13,11,1895015,,396087,334297,,,,,,,,,9.6,36.4,2625399
2017-03-20,2017,3,20,12,2103912,,403968,336512,,,,,,,,,9.6,36.4,2844392
2017-03-27,2017,3,27,13,2168460,,424168,377921,,,,,,,,,9.6,36.4,2970549
2017-04-03,2017,4,3,14,2168749,,418435,384377,,,,,,,,,9.9,66.2,2971561
2017-04-10,2017,4,10,15,1881937,,347208,291163,,,,,,,,,9.9,66.2,2520308
2017-04-17,2017,4,17,16,1914807,,336206,260787,,,,,,,,,9.9,66.2,2511800
2017-04-24,2017,4,24,17,2209707,,384404,303205,,,,,,,,,9.9,66.2,2897316
2017-05-01,2017,5,1,18,1931107,,358311,288613,,,,,,,,,15.8,112.7,2578031
2017-05-08,2017,5,8,19,2068940,,399550,352673,,,,,,,,,15.8,112.7,2821163
2017-05-15,2017,5,15,20,2019266,,420445,396337,,,,,,,,,15.8,112.7,2836048
2017-05-22,2017,5,22,21,1814752,,400228,386304,,,,,,,,,15.8,112.7,2601284
2017-05-29,2017,5,29,22,2024198,,389041,415129,,,,,,,,,15.8,112.7,2828368
2017-06-05,2017,6,5,23,1898108,,381784,386728,,,,,,,,,20.9,32,2666620
2017-06-12,2017,6,12,24,2067294,,453032,466422,,,,,,,,,20.9,32,2986748
2017-06-19,2017,6,19,25,2012416,,501896,474939,,,,,,,,,20.9,32,2989251
2017-06-26,2017,6,26,26,2017510,,448908,388535,,,,,,,,,20.9,32,2854953
2017-07-03,2017,7,3,27,1820048,,413971,378972,,,,,,,,,20.9,71.3,2612991
2017-07-10,2017,7,10,28,1793736,,388307,330654,,,,,,,,,20.9,71.3,2512697
2017-07-17,2017,7,17,29,1743233,,393947,331339,,,,,,,,,20.9,71.3,2468519
2017-07-24,2017,7,24,30,1772032,,379921,276714,,,,,,,,,20.9,71.3,2428667
2017-07-31,2017,7,31,31,1637176,,322571,320067,,,,,,,,,20.9,71.3,2279814
2017-08-07,2017,8,7,32,1875836,,374165,316839,,,,,,,,,20.5,100.2,2566840
2017-08-14,2017,8,14,33,1927454,,376590,422545,,,,,,,,,20.5,100.2,2726589
2017-08-21,2017,8,21,34,1885917,,369828,437861,,,,,,,,,20.5,100.2,2693606
2017-08-28,2017,8,28,35,1960594,,355239,374096,,,,,,,,,20.5,100.2,2689929
2017-09-04,2017,9,4,36,1790876,,364679,377171,,,,,,,,,14.3,42.1,2532726
2017-09-11,2017,9,11,37,1790193,,387930,358849,,,,,,,,,14.3,42.1,2536972
2017-09-18,2017,9,18,38,1742539,,446533,385349,,,,,,,,,14.3,42.1,2574421
2017-09-25,2017,9,25,39,1764356,,431798,382699,,,,,,,,,14.3,42.1,2578853
2017-10-02,2017,10,2,40,1634621,,384664,275713,,,,,,,,,12.1,33.6,2294998
2017-10-09,2017,10,9,41,1652188,,409942,329448,,,,,,,,,12.1,33.6,2391578
2017-10-16,2017,10,16,42,1748508,,391279,383708,,,,,,,,,12.1,33.6,2523495
2017-10-23,2017,10,23,43,1801522,,419770,354270,,,,,,,,,12.1,33.6,2575562
2017-10-30,2017,10,30,44,1763575,,465954,355626,,,,,,,,,12.1,33.6,2585155
2017-11-06,2017,11,6,45,1753300,,348533,288096,,,,,,,,,5.7,92.5,2389929
2017-11-13,2017,11,13,46,1755777,,344860,301226,,,,,,,,,5.7,92.5,2401863
2017-11-20,2017,11,20,47,1763012,,367821,310338,,,,,,,,,5.7,92.5,2441171
2017-11-27,2017,11,27,48,1889164,,342816,284061,,,,,,,,,5.7,92.5,2516041
2017-12-04,2017,12,4,49,1915440,,366397,272915,,,,,,,,,3.1,80.7,2554752
2017-12-11,2017,12,11,50,1953820,,362883,259144,,,,,,,,,3.1,80.7,2575847
2017-12-18,2017,12,18,51,1879198,,359896,236502,,,,,,,,,3.1,80.7,2475596
2017-12-25,2017,12,25,52,1318562,,316327,121909,,,,,,,,,3.1,80.7,1756798
2018-01-01,2018,1,1,1,1663957,,293042,154106,,,,,,,,,6.3,117.3,2111105
2018-01-08,2018,1,8,2,2008970,,331067,277695,,,,,,,,,6.3,117.3,2617732
2018-01-15,2018,1,15,3,2073721,,321903,230574,,,,,,,,,6.3,117.3,2626198
2018-01-22,2018,1,22,4,2056988,,337997,262286,,,,,,,,,6.3,117.3,2657271
2018-01-29,2018,1,29,5,2064007,,332392,276905,,,,,,,,,6.3,117.3,2673304
2018-02-05,2018,2,5,6,1995117,,299631,239893,,,,,,,,,0.3,34.5,2534641
2018-02-12,2018,2,12,7,1924407,,291301,196424,,,,,,,,,0.3,34.5,2412132
2018-02-19,2018,2,19,8,1817801,,472757,179015,,,,,,,,,0.3,34.5,2469573
2018-02-26,2018,2,26,9,1977546,,298706,203734,,,,,,,,,0.3,34.5,2479986
2018-03-05,2018,3,5,10,2023236,,329626,302015,,,,,,,,,5.2,47.7,2654877
2018-03-12,2018,3,12,11,2018851,,311401,304007,,,,,,,,,5.2,47.7,2634259
2018-03-19,2018,3,19,12,2130826,,342141,301798,,,,,,,,,5.2,47.7,2774765
2018-03-26,2018,3,26,13,1896776,,289469,215135,,,,,,,,,5.2,47.7,2401380
2018-04-02,2018,4,2,14,1864501,,330640,268153,,,,,,,,,14.2,15,2463294
2018-04-09,2018,4,9,15,2034879,,357505,352099,,,,,,,,,14.2,15,2744483
2018-04-16,2018,4,16,16,2010397,,366057,398866,,,,,,,,,14.2,15,2775320
2018-04-23,2018,4,23,17,2040877,,341217,378110,,,,,,,,,14.2,15,2760204
2018-04-30,2018,4,30,18,1875198,,331655,346423,,,,,,,,,14.2,15,2553276
2018-05-07,2018,5,7,19,1812783,,315853,320704,,,,,,,,,16.3,127.2,2449340
2018-05-14,2018,5,14,20,1970719,,316859,324206,,,,,,,,,16.3,127.2,2611784
2018-05-21,2018,5,21,21,1879560,,322057,387792,,,,,,,,,16.3,127.2,2589409
2018-05-28,2018,5,28,22,2020049,,325302,418895,,,,,,,,,16.3,127.2,2764246
2018-06-04,2018,6,4,23,1999529,,305498,412050,,,,,,,,,19.5,47.8,2717077
2018-06-11,2018,6,11,24,2061405,,362442,398008,,,,,,,,,19.5,47.8,2821855
2018-06-18,2018,6,18,25,2030058,,330308,437609,,,,,,,,,19.5,47.8,2797975
2018-06-25,2018,6,25,26,2066912,,343197,431581,,,,,,,,,19.5,47.8,2841690
2018-07-02,2018,7,2,27,1864566,,282688,337123,,,,,,,,,22.4,55.3,2484377
2018-07-09,2018,7,9,28,1829463,,285558,348669,,,,,,,,,22.4,55.3,2463690
2018-07-16,2018,7,16,29,1838517,,280289,334508,,,,,,,,,22.4,55.3,2453314
2018-07-23,2018,7,23,30,1864492,,266451,353322,,,,,,,,,22.4,55.3,2484265
2018-07-30,2018,7,30,31,1720214,,236770,350511,,,,,,,,,22.4,55.3,2307495
2018-08-06,2018,8,6,32,1931785,,281782,409660,,,,,,,,,21.7,50.6,2623227
2018-08-13,2018,8,13,33,2030738,,315857,444039,,,,,,,,,21.7,50.6,2790634
2018-08-20,2018,8,20,34,2047119,,303850,429851,,,,,,,,,21.7,50.6,2780820
2018-08-27,2018,8,27,35,2058097,,299002,393478,,,,,,,,,21.7,50.6,2750577
2018-09-03,2018,9,3,36,2048208,,308768,431139,,,,,,,,,17.4,28.1,2788115
2018-09-10,2018,9,10,37,2084452,,305377,459245,,,,,,,,,17.4,28.1,2849074
2018-09-17,2018,9,17,38,2069680,,299402,446028,,,,,,,,,17.4,28.1,2815110
2018-09-24,2018,9,24,39,2095063,,335755,427459,,,,,,,,,17.4,28.1,2858277
2018-10-01,2018,10,1,40,1963129,,315916,332486,,,,,,,,,11.8,41.4,2611531
2018-10-08,2018,10,8,41,1981954,,330228,377364,,,,,,,,,11.8,41.4,2689546
2018-10-15,2018,10,15,42,2105427,,350437,444762,,,,,,,,,11.8,41.4,2900626
2018-10-22,2018,10,22,43,2137138,,351265,386249,,,,,,,,,11.8,41.4,2874652
2018-10-29,2018,10,29,44,2124755,,417864,365199,,,,,,,,,11.8,41.4,2907818
2018-11-05,2018,11,5,45,2097160,,385079,382491,,,,,,,,,6.3,33.7,2864730
2018-11-12,2018,11,12,46,2083702,,328727,367927,,,,,,,,,6.3,33.7,2780356
2018-11-19,2018,11,19,47,2076149,,353465,335554,,,,,,,,,6.3,33.7,2765168
2018-11-26,2018,11,26,48,2099046,,330475,317761,,,,,,,,,6.3,33.7,2747282
2018-12-03,2018,12,3,49,2089642,,351770,323152,,,,,,,,,5,99,2764564
2018-12-10,2018,12,10,50,2119418,,353963,315533,,,,,,,,,5,99,2788914
2018-12-17,2018,12,17,51,2117758,,348411,275554,,,,,,,,,5,99,2741723
2018-12-24,2018,12,24,52,1486803,,248019,122223,,,,,,,,,5,99,1857045
2018-12-31,2018,12,31,1,1626920,,305912,161788,,,,,,,,,5,99,2094620
2019-01-07,2019,1,7,2,2007987,,304906,266528,,,,,,,,,1.6,22.2,2579421
