"objid","zst_nr","zst_name","breitengr","laengengr","gemeinde","zst_klasse","kombiniert","art","anz_arme","anz_fahrst","zweck","typ","str_typ","eigentum","dat_inbetr","gueltig","link_ext","dbl_format"
"1",70,"Schwarzwaldbrücke A2",47.557261,7.614448,"Basel","Dauerzaehlstelle","Reale Zaehlstelle","Querschnitt",2,4,"MIV+Velo/Moto","Induktionsschlaufen","Hochleistungsstrasse (HLS)","Kanton Basel-Stadt","1974-01-01 01:00:00+01:00","ausser Betrieb",,"xlsx"
"15",336,"Im langen Loh 2",47.556607,7.564737,"Basel","Dauerzaehlstelle","Reale Zaehlstelle","Querschnitt",1,1,"MIV","Induktionsschlaufen LSA","Siedlungsorientierte Strasse (SOS)","Kanton Basel-Stadt","2015-04-01 02:00:00+02:00","in Betrieb",,"xlsx"
"16",350,"Dreirosenbrücke lokal (mit Ein-/Ausfahrten)",47.570818,7.583439,"Basel","Dauerzaehlstelle","Reale Zaehlstelle","Querschnitt",2,4,"MIV+Velo/Moto","Induktionsschlaufen","Hauptverkehrsstrasse (HVS)","Kanton Basel-Stadt","2012-09-01 02:00:00+02:00","in Betrieb",,"xlsx"
"17",352,"Johanniterbrücke",47.565454,7.587549,"Basel","Dauerzaehlstelle","Reale Zaehlstelle","Querschnitt",2,2,"MIV","Induktionsschlaufen","Hauptverkehrsstrasse (HVS)","Kanton Basel-Stadt","2004-07-01 02:00:00+02:00","in Betrieb",,"xlsx"
"21",403,"Heuwaage-Viadukt",47.552248,7.586686,"Basel","Dauerzaehlstelle","Reale Zaehlstelle","Querschnitt",2,4,"MIV+Velo/Moto","Induktionsschlaufen","Hauptverkehrsstrasse (HVS)","Kanton Basel-Stadt","2001-01-01 01:00:00+01:00","in Betrieb",,"xlsx"
"26",408,"Bäumlihofstrasse (Riehen)",47.570357,7.628495,"Riehen","Dauerzaehlstelle","Reale Zaehlstelle","Querschnitt",2,2,"MIV","Induktionsschlaufen","Hauptsammelstrasse (HSS)","Kanton Basel-Stadt","2000-01-01 01:00:00+01:00","in Betrieb",,"xlsx"
"66",901,"Peter-Merian Weg",0,0,"Basel","Dauerzaehlstelle","Reale Zaehlstelle","Querschnitt",2,2,"Velo/Moto","Induktionsschlaufen","Siedlungsorientierte Strasse (SOS)","Kanton Basel-Stadt","2011-09-21 02:00:00+02:00","in Betrieb",,"xlsx"
"68",903,"Äussere Baselstrasse 381 (Riehen)",47.572504,7.624332,"Riehen","Dauerzaehlstelle","Reale Zaehlstelle","Querschnitt",2,2,"Velo/Moto","Induktionsschlaufen","Siedlungsorientierte Strasse (SOS)","Kanton Basel-Stadt","2011-10-07 02:00:00+02:00","in Betrieb",,"xlsx"
"70",905,"Leimenstrasse 4",47.555276,7.583835,"Basel","Dauerzaehlstelle","Reale Zaehlstelle","Querschnitt",2,2,"Velo/Moto","Induktionsschlaufen","Siedlungsorientierte Strasse (SOS)","Kanton Basel-Stadt","2011-06-09 02:00:00+02:00","in Betrieb",,"xlsx"
"72",908,"Grenzacherstrasse (Kraftwerk)",47.562152,7.625923,"Basel","Dauerzaehlstelle","Reale Zaehlstelle","Querschnitt",2,2,"Velo/Moto","Induktionsschlaufen","Siedlungsorientierte Strasse (SOS)","Kanton Basel-Stadt","2011-09-30 02:00:00+02:00","in Betrieb",,"xlsx"
"75",911,"Birskopfsteg",47.557301,7.617711,"Basel","Dauerzaehlstelle","Reale Zaehlstelle","Querschnitt",1,1,"Velo/Moto+Fuss","Induktionsschlaufen","Andere","Kanton Basel-Stadt","2012-10-01 02:00:00+02:00","in Betrieb",,"xlsx"
"84",100257,"A2 Anschluss Wiese, Kleinhüningen",47.577295,7.598633,"Basel","Dauerzaehlstelle","Reale Zaehlstelle","Querschnitt",2,2,"MIV","Induktionsschlaufen","Hochleistungsstrasse (HLS)","BUND","2008-10-01 02:00:00+02:00","in Betrieb","https://www.astra.admin.ch/astra/de/home/dokumentation/verkehrsdaten/daten-publikationen/automatische-strassenverkehrszaehlung/monats-jahresergebnisse.html","xlsx"
"85",100273,"A2 Anschluss Wiese",47.57342,7.602166,"Basel","Dauerzaehlstelle","Reale Zaehlstelle","Querschnitt",2,7,"MIV","Induktionsschlaufen","Hochleistungsstrasse (HLS)","BUND","2008-09-04 02:00:00+02:00","in Betrieb","https://www.astra.admin.ch/astra/de/home/dokumentation/verkehrsdaten/daten-publikationen/automatische-strassenverkehrszaehlung/monats-jahresergebnisse.html","xlsx"
"105",201019,"Riehenstrasse 149",47.564853,7.605599,"Basel","Kurzzeitzaehlstelle","Reale Zaehlstelle","Querschnitt",2,2,"MIV","Plattenzaehlung","Hauptverkehrsstrasse (HVS)","Kanton Basel-Stadt","2010-03-08 01:00:00+01:00","ausser Betrieb",,"xlsx"
"109",201023,"Lettackerweg - Grenze CH-D (Riehen)",47.594821,7.657112,"Riehen","Kurzzeitzaehlstelle","Reale Zaehlstelle","Querschnitt",2,2,"Velo","Handzaehlung","Andere","Deutschland","2010-05-18 02:00:00+02:00","ausser Betrieb",,"pdf"
"130",201622,"Hegenheimermattweg 202 (Allschwil)",47.562969,7.556571,"Allschwil","Kurzzeitzaehlstelle","Reale Zaehlstelle","Querschnitt",2,2,"MIV","Radar","Hauptsammelstrasse (HSS)","Kanton Basel-Land","2016-05-28 02:00:00+02:00","ausser Betrieb",,"xlsx"
"180",201521,"Bluttrainweg 20 (Riehen)",47.570266,7.636547,"Riehen","Kurzzeitzaehlstelle","Reale Zaehlstelle","Querschnitt",2,2,"MIV","Radar","Siedlungsorientierte Strasse (SOS)","Kanton Basel-Stadt","2015-09-14 02:00:00+02:00","ausser Betrieb",,"xlsx"
"184",201525,"Burgstrasse 57 (Riehen)",47.579575,7.644828,"Riehen","Kurzzeitzaehlstelle","Reale Zaehlstelle","Querschnitt",2,2,"MIV","Radar","Siedlungsorientierte Strasse (SOS)","Kanton Basel-Stadt","2015-09-15 02:00:00+02:00","ausser Betrieb",,"xlsx"
"187",201528,"Bettingerstrasse 12 (Riehen)",47.581614,7.648638,"Riehen","Kurzzeitzaehlstelle","Reale Zaehlstelle","Querschnitt",2,2,"MIV","Radar","Hauptverkehrsstrasse (HVS)","Kanton Basel-Stadt","2015-09-15 02:00:00+02:00","ausser Betrieb",,"xlsx"
"217",201610,"Mörsbergerstrasse",47.567392,7.59353,"Basel","Kurzzeitzaehlstelle","Reale Zaehlstelle","Querschnitt",2,2,"MIV+Velo/Moto","Radar","Siedlungsorientierte Strasse (SOS)","Kanton Basel-Stadt","2016-04-14 02:00:00+02:00","ausser Betrieb",,"pdf"
"219",201612,"Neuensteinerstrasse 17",47.540281,7.600872,"Basel","Kurzzeitzaehlstelle","Reale Zaehlstelle","Querschnitt",2,2,"MIV+Velo/Moto","Radar","Siedlungsorientierte Strasse (SOS)","Kanton Basel-Stadt","2016-04-21 02:00:00+02:00","ausser Betrieb",,"pdf"
"221",201615,"Hegenheimerstrasse 254",47.565072,7.55981,"Basel","Kurzzeitzaehlstelle","Reale Zaehlstelle","Querschnitt",2,2,"MIV","Radar","Hauptsammelstrasse (HSS)","Kanton Basel-Stadt","2016-05-28 02:00:00+02:00","ausser Betrieb",,"xlsx"
"223",201618,"Henric Petri-Str. 9a",47.552327,7.592013,"Basel","Kurzzeitzaehlstelle","Reale Zaehlstelle","Querschnitt",1,1,"MIV","Radar","Siedlungsorientierte Strasse (SOS)","Kanton Basel-Stadt","2016-06-18 02:00:00+02:00","ausser Betrieb",,"xlsx"
"224",201619,"Peter Rot-Str. 123",47.563269,7.60391,"Basel","Kurzzeitzaehlstelle","Reale Zaehlstelle","Querschnitt",2,2,"MIV","Radar","Siedlungsorientierte Strasse (SOS)","Kanton Basel-Stadt","2016-03-13 01:00:00+01:00","ausser Betrieb",,"xlsx"
"228",300201,"Allschwil Baslerstrasse",47.557856,7.561082,"Allschwil","Dauerzaehlstelle","Reale Zaehlstelle","Querschnitt",2,2,"MIV","Induktionsschlaufen","Hauptverkehrsstrasse (HVS)","Kanton Basel-Land","2000-01-01 01:00:00+01:00","in Betrieb","https://www.baselland.ch/politik-und-behorden/direktionen/bau-und-umweltschutzdirektion/tiefbauamt/kennzahlen/verkehrserhebungen","xlsx"
"231",300620,"Binningen Hauptstrasse",47.54381,7.5754,"Binningen","Kurzzeitzaehlstelle","Reale Zaehlstelle","Querschnitt",2,2,"MIV","Induktionsschlaufen","Hauptverkehrsstrasse (HVS)","Kanton Basel-Land","2000-01-01 01:00:00+01:00","ausser Betrieb","https://www.baselland.ch/politik-und-behorden/direktionen/bau-und-umweltschutzdirektion/tiefbauamt/kennzahlen/verkehrserhebungen","xlsx"
"234",301003,"Münchenstein Emil Frey-Strasse",47.532092,7.611615,"M","Dauerzaehlstelle","Reale Zaehlstelle","Querschnitt",2,2,"MIV","Induktionsschlaufen","Andere","Kanton Basel-Land","2000-01-01 01:00:00+01:00","in Betrieb","https://www.baselland.ch/politik-und-behorden/direktionen/bau-und-umweltschutzdirektion/tiefbauamt/kennzahlen/verkehrserhebungen","xlsx"
"237",917,"Schwarzwaldbrücke",0,0,"Basel","Dauerzaehlstelle","Reale Zaehlstelle","Querschnitt",2,2,"Velo/Moto","Induktionsschlaufen","Hauptverkehrsstrasse (HVS)","Kanton Basel-Stadt","2016-10-01 02:00:00+02:00","in Betrieb",,"xlsx"
"243",201751,"Horburgstrasse/Müllheimerstrasse",0,0,"Basel","Kurzzeitzaehlstelle","Reale Zaehlstelle","Knotenstrom",4,2,"Velo/Moto","Handzaehlung","Siedlungsorientierte Strasse (SOS)","Kanton Basel-Stadt","2017-04-05 02:00:00+02:00","ausser Betrieb",,"pdf"
"245",201708,"Voltastrasse 30",0,0,"Basel","Kurzzeitzaehlstelle","Reale Zaehlstelle","Querschnitt",1,1,"MIV","Radar","Hauptverkehrsstrasse (HVS)","Kanton Basel-Stadt","2016-12-30 01:00:00+01:00","ausser Betrieb",,"xlsx"
"248",201711,"Giornicostrasse 46",0,0,"Basel","Kurzzeitzaehlstelle","Reale Zaehlstelle","Querschnitt",2,2,"MIV","Radar","Hauptsammelstrasse (HSS)","Kanton Basel-Stadt","2017-01-06 01:00:00+01:00","ausser Betrieb",,"xlsx"
"253",201716,"Leimgrubenweg 84",0,0,"Riehen","Kurzzeitzaehlstelle","Reale Zaehlstelle","Querschnitt",2,2,"MIV","Radar","Siedlungsorientierte Strasse (SOS)","Kanton Basel-Stadt","2017-04-07 02:00:00+02:00","ausser Betrieb",,"xlsx"
"255",201718,"Wanderstrasse 14",0,0,"Basel","Kurzzeitzaehlstelle","Reale Zaehlstelle","Querschnitt",2,2,"MIV","Radar","Hauptsammelstrasse (HSS)","Kanton Basel-Stadt","2017-02-11 01:00:00+01:00","ausser Betrieb",,"xlsx"
"313",201638,"Wanderstrasse von Paradieshofstrasse",0,0,"Basel","Kurzzeitzaehlstelle","Reale Zaehlstelle","Querschnitt",2,2,"Velo+Fuss","Handzaehlung","Siedlungsorientierte Strasse (SOS)","Kanton Basel-Stadt","2016-05-26 02:00:00+02:00","ausser Betrieb",,"pdf"
"314",201639,"Wanderstrasse von Steinbühlallee",0,0,"Basel","Kurzzeitzaehlstelle","Reale Zaehlstelle","Querschnitt",2,2,"Velo+Fuss","Handzaehlung","Siedlungsorientierte Strasse (SOS)","Kanton Basel-Stadt","2016-05-26 02:00:00+02:00","ausser Betrieb",,"pdf"
"4",214,"Maulbeerstrasse 97",47.568254,7.604966,"Basel","Dauerzaehlstelle","Reale Zaehlstelle","Querschnitt",1,1,"MIV","Induktionsschlaufen LSA","Siedlungsorientierte Strasse (SOS)","Kanton Basel-Stadt","2015-03-01 01:00:00+01:00","in Betrieb",,"xlsx"
"11",250,"A2 Schwarzwaldtunnel (generiert)",47.572917,7.602271,"Basel","Dauerzaehlstelle","Virtuelle Zaehlstelle","Querschnitt",2,10,"MIV","Induktionsschlaufen","Hochleistungsstrasse (HLS)","Kanton Basel-Stadt","2000-09-01 02:00:00+02:00","ausser Betrieb",,"xlsx"
"13",302,"A2 Gellert-Nord",47.548782,7.615168,"Basel","Dauerzaehlstelle","Reale Zaehlstelle","Querschnitt",2,4,"MIV","Induktionsschlaufen","Hochleistungsstrasse (HLS)","Kanton Basel-Stadt","2000-01-01 01:00:00+01:00","ausser Betrieb",,"xlsx"
"30",412,"Dornacherstrasse 49",47.544624,7.586056,"Basel","Dauerzaehlstelle","Reale Zaehlstelle","Querschnitt",1,2,"MIV","Induktionsschlaufen","Hauptsammelstrasse (HSS)","Kanton Basel-Stadt","2000-01-01 01:00:00+01:00","in Betrieb",,"xlsx"
"31",413,"Gundeldingerstrasse 107",47.54273,7.58504,"Basel","Dauerzaehlstelle","Reale Zaehlstelle","Querschnitt",1,2,"MIV","Induktionsschlaufen","Hauptsammelstrasse (HSS)","Kanton Basel-Stadt","2000-09-01 02:00:00+02:00","in Betrieb",,"xlsx"
"36",419,"Riehenring 120",47.566868,7.597667,"Basel","Dauerzaehlstelle","Reale Zaehlstelle","Querschnitt",2,2,"MIV","Induktionsschlaufen","Hauptsammelstrasse (HSS)","Kanton Basel-Stadt","2000-01-01 01:00:00+01:00","in Betrieb",,"xlsx"
"39",651,"Entenweidstrasse",47.56804,7.573829,"Basel","Dauerzaehlstelle","Reale Zaehlstelle","Querschnitt",2,4,"MIV","Induktionsschlaufen","Siedlungsorientierte Strasse (SOS)","Kanton Basel-Stadt","2015-01-01 01:00:00+01:00","in Betrieb",,"xlsx"
"41",659,"Schlachthofstrasse",47.576751,7.567144,"Basel","Dauerzaehlstelle","Reale Zaehlstelle","Querschnitt",2,2,"MIV+Velo/Moto","Induktionsschlaufen","Hauptverkehrsstrasse (HVS)","Kanton Basel-Stadt","2000-08-01 02:00:00+02:00","in Betrieb",,"xlsx"
"46",673,"Zoll CH-D, Lörracherstrasse",47.595276,7.65561,"Lorrach (D)","Dauerzaehlstelle","Reale Zaehlstelle","Querschnitt",2,4,"MIV","Induktionsschlaufen","Hauptverkehrsstrasse (HVS)","Deutschland","2000-01-01 01:00:00+01:00","in Betrieb",,"xlsx"
"47",674,"Zoll CH-D, Grenzacherstrasse",47.56228,7.634836,"Grenzach (D)","Dauerzaehlstelle","Reale Zaehlstelle","Querschnitt",2,6,"MIV","Induktionsschlaufen","Hauptverkehrsstrasse (HVS)","Deutschland","2000-01-01 01:00:00+01:00","in Betrieb",,"xlsx"
"50",774,"Schützenmattstrasse 26",47.555894,7.580898,"Basel","Dauerzaehlstelle","Reale Zaehlstelle","Querschnitt",2,2,"MIV","Induktionsschlaufen LSA","Hauptsammelstrasse (HSS)","Kanton Basel-Stadt","2011-09-01 02:00:00+02:00","in Betrieb",,"xlsx"
"51",802,"Klybeckstrasse 113/Kirche",47.569794,7.590226,"Basel","Dauerzaehlstelle","Reale Zaehlstelle","Querschnitt",2,2,"Fuss","Infrarot","Hauptsammelstrasse (HSS)","Kanton Basel-Stadt","2013-01-01 01:00:00+01:00","in Betrieb",,"xlsx"
"52",803,"Johanniterbrücke",47.565513,7.587496,"Basel","Dauerzaehlstelle","Reale Zaehlstelle","Querschnitt",2,2,"Fuss","Infrarot","Hauptverkehrsstrasse (HVS)","Kanton Basel-Stadt","2013-01-01 01:00:00+01:00","in Betrieb",,"xlsx"
"55",806,"Gerbergasse",47.555979,7.588571,"Basel","Dauerzaehlstelle","Reale Zaehlstelle","Querschnitt",2,2,"Fuss","Infrarot","Andere","Kanton Basel-Stadt","2013-01-01 01:00:00+01:00","in Betrieb",,"xlsx"
"56",807,"Güterstrasse 180/183",47.543567,7.592622,"Basel","Dauerzaehlstelle","Reale Zaehlstelle","Querschnitt",2,2,"Fuss","Infrarot","Siedlungsorientierte Strasse (SOS)","Kanton Basel-Stadt","2012-03-01 01:00:00+01:00","in Betrieb",,"xlsx"
"59",810,"Neubadstrasse 124/137",47.547338,7.566175,"Basel","Dauerzaehlstelle","Reale Zaehlstelle","Querschnitt",2,2,"Fuss","Infrarot","Hauptverkehrsstrasse (HVS)","Kanton Basel-Stadt","2013-01-01 01:00:00+01:00","in Betrieb",,"xlsx"
"60",811,"Mülhauserstrasse 121/122",47.566605,7.575976,"Basel","Dauerzaehlstelle","Reale Zaehlstelle","Querschnitt",2,2,"Fuss","Infrarot","Siedlungsorientierte Strasse (SOS)","Kanton Basel-Stadt","2013-01-01 01:00:00+01:00","in Betrieb",,"xlsx"
"63",814,"Elisabethenstrasse 51/46",47.550439,7.590824,"Basel","Dauerzaehlstelle","Reale Zaehlstelle","Querschnitt",2,4,"Fuss","Infrarot","Siedlungsorientierte Strasse (SOS)","Kanton Basel-Stadt","2013-01-01 01:00:00+01:00","in Betrieb",,"xlsx"
"64",815,"Mittlere Rheinbrücke",47.559703,7.588668,"Basel","Dauerzaehlstelle","Reale Zaehlstelle","Querschnitt",2,2,"Fuss","Infrarot","Siedlungsorientierte Strasse (SOS)","Kanton Basel-Stadt","2013-01-01 01:00:00+01:00","in Betrieb",,"xlsx"
"95",200806,"Mülhauserstrasse 35",47.569094,7.581155,"Basel","Kurzzeitzaehlstelle","Reale Zaehlstelle","Querschnitt",2,2,"MIV","Plattenzaehlung","Siedlungsorientierte Strasse (SOS)","Kanton Basel-Stadt","1998-06-23 02:00:00+02:00","ausser Betrieb",,"xlsx"
"98",200851,"Wiesenplatz",47.577,7.591462,"Basel","Kurzzeitzaehlstelle","Reale Zaehlstelle","Knotenstrom",4,0,"MIV","Handzaehlung","Hauptverkehrsstrasse (HVS)","Kanton Basel-Stadt","2008-09-11 02:00:00+02:00","ausser Betrieb",,"pdf"
"100",200903,"Gärtnerstrasse 115",47.580513,7.592792,"Basel","Kurzzeitzaehlstelle","Reale Zaehlstelle","Querschnitt",2,2,"MIV","Plattenzaehlung","Hauptverkehrsstrasse (HVS)","Kanton Basel-Stadt","2007-03-27 02:00:00+02:00","ausser Betrieb",,"xlsx"
"101",200951,"Elsässer-/Kohlen-/Schlachthofstrasse",47.576193,7.572765,"Basel","Kurzzeitzaehlstelle","Reale Zaehlstelle","Knotenstrom",4,0,"MIV","Handzaehlung","Hauptverkehrsstrasse (HVS)","Kanton Basel-Stadt","2006-06-13 02:00:00+02:00","ausser Betrieb",,"pdf"
"102",200952,"Grenzacherstr. Hörnli (Riehen)",47.562371,7.63444,"Riehen","Kurzzeitzaehlstelle","Reale Zaehlstelle","Knotenstrom",4,0,"MIV","Handzaehlung","Hauptverkehrsstrasse (HVS)","Kanton Basel-Stadt","2009-09-17 02:00:00+02:00","ausser Betrieb",,"pdf"
"103",200953,"Dorenbach Ost",47.543968,7.581299,"Basel","Kurzzeitzaehlstelle","Reale Zaehlstelle","Knotenstrom",6,0,"MIV+Velo/Moto","Handzaehlung","Hauptverkehrsstrasse (HVS)","Kanton Basel-Stadt","2009-09-24 02:00:00+02:00","ausser Betrieb",,"pdf"
"104",201001,"Klingelbergstrasse 27",47.561667,7.580652,"Basel","Kurzzeitzaehlstelle","Reale Zaehlstelle","Querschnitt",2,2,"MIV","Plattenzaehlung","Hauptverkehrsstrasse (HVS)","Andere","2010-09-15 02:00:00+02:00","ausser Betrieb",,"xlsx"
"112",201053,"Schwarzwaldallee/Erlenstrasse",47.569774,7.60452,"Basel","Kurzzeitzaehlstelle","Reale Zaehlstelle","Knotenstrom",4,0,"MIV","Handzaehlung","Hauptverkehrsstrasse (HVS)","Kanton Basel-Stadt","2010-03-09 01:00:00+01:00","ausser Betrieb",,"pdf"
"114",201055,"Riehenring/Erlenstrasse",47.568542,7.59755,"Basel","Kurzzeitzaehlstelle","Reale Zaehlstelle","Knotenstrom",4,0,"MIV","Handzaehlung","Hauptverkehrsstrasse (HVS)","Kanton Basel-Stadt","2010-03-09 01:00:00+01:00","ausser Betrieb",,"pdf"
"116",201101,"Hiltalingerstrasse Grenze",47.58892,7.593089,"Basel","Kurzzeitzaehlstelle","Reale Zaehlstelle","Querschnitt",2,2,"Velo+Fuss","Handzaehlung","Hauptverkehrsstrasse (HVS)","Andere","2011-03-22 01:00:00+01:00","ausser Betrieb",,"xlsx"
"117",201102,"Freiburgerstrasse Grenze",47.581162,7.60452,"Basel","Kurzzeitzaehlstelle","Reale Zaehlstelle","Querschnitt",2,2,"Velo+Fuss","Handzaehlung","Hauptverkehrsstrasse (HVS)","Andere","2011-03-22 01:00:00+01:00","ausser Betrieb",,"xlsx"
"119",201104,"Grenzacherstrasse Grenze (Riehen)",47.562292,7.634827,"Riehen","Kurzzeitzaehlstelle","Reale Zaehlstelle","Querschnitt",2,2,"Velo+Fuss","Handzaehlung","Hauptverkehrsstrasse (HVS)","Andere","2011-03-23 01:00:00+01:00","ausser Betrieb",,"xlsx"
"123",201108,"Hegenheimerstrasse Grenze",47.565114,7.557269,"Basel","Kurzzeitzaehlstelle","Reale Zaehlstelle","Querschnitt",2,2,"MIV+Velo+Fuss","Radar","Hauptsammelstrasse (HSS)","Andere","2011-04-06 02:00:00+02:00","ausser Betrieb",,"xlsx"
"124",201109,"Burgfelderstrasse Grenze",47.572516,7.557071,"Basel","Kurzzeitzaehlstelle","Reale Zaehlstelle","Querschnitt",2,2,"MIV+Velo+Fuss","Radar","Hauptverkehrsstrasse (HVS)","Andere","2011-04-05 02:00:00+02:00","ausser Betrieb",,"xlsx"
"127",201112,"Weilstrasse Grenze (Riehen)",47.592086,7.642615,"Riehen","Kurzzeitzaehlstelle","Reale Zaehlstelle","Querschnitt",2,2,"MIV+Velo+Fuss","Radar","Hauptverkehrsstrasse (HVS)","Andere","2011-03-24 01:00:00+01:00","ausser Betrieb",,"xlsx"
"128",201113,"Inzlingerstrasse Grenze (Riehen)",47.585535,7.672032,"Riehen","Kurzzeitzaehlstelle","Reale Zaehlstelle","Querschnitt",2,2,"MIV+Velo+Fuss","Radar","Hauptverkehrsstrasse (HVS)","Andere","2011-03-23 01:00:00+01:00","ausser Betrieb",,"xlsx"
"129",201114,"Pestalozzistrasse 20",47.564349,7.579671,"Basel","Kurzzeitzaehlstelle","Reale Zaehlstelle","Querschnitt",2,2,"MIV+Velo/Moto","Radar","Hauptsammelstrasse (HSS)","Kanton Basel-Stadt","2011-10-30 02:00:00+02:00","ausser Betrieb",,"xlsx"
"132",201117,"Schützenmattstrasse 28",47.556017,7.580975,"Basel","Kurzzeitzaehlstelle","Reale Zaehlstelle","Querschnitt",2,2,"MIV","Radar","Hauptsammelstrasse (HSS)","Kanton Basel-Stadt","2011-02-17 01:00:00+01:00","ausser Betrieb",,"xlsx"
"134",201151,"Blotzheimerstrasse - Nidwaldnerstrasse",47.561133,7.562773,"Basel","Kurzzeitzaehlstelle","Reale Zaehlstelle","Knotenstrom",4,0,"MIV","Handzaehlung","Siedlungsorientierte Strasse (SOS)","Kanton Basel-Stadt","2011-11-09 01:00:00+01:00","ausser Betrieb",,"pdf"
"139",201156,"Michelbacherstrasse - Oltingerstrasse",47.566309,7.561217,"Basel","Kurzzeitzaehlstelle","Reale Zaehlstelle","Knotenstrom",4,0,"MIV","Handzaehlung","Siedlungsorientierte Strasse (SOS)","Kanton Basel-Stadt","2011-11-03 01:00:00+01:00","ausser Betrieb",,"pdf"
"140",201157,"Theodor-Herzl-Strasse - Michelbacherstrasse",47.567135,7.55932,"Basel","Kurzzeitzaehlstelle","Reale Zaehlstelle","Knotenstrom",4,0,"MIV","Handzaehlung","Siedlungsorientierte Strasse (SOS)","Kanton Basel-Stadt","2011-11-02 01:00:00+01:00","ausser Betrieb",,"pdf"
"148",201306,"Falkensteinerstrasse 60",47.538237,7.600831,"Basel","Kurzzeitzaehlstelle","Reale Zaehlstelle","Querschnitt",1,1,"MIV+Velo/Moto","Radar","Siedlungsorientierte Strasse (SOS)","Kanton Basel-Stadt","2013-06-13 02:00:00+02:00","ausser Betrieb",,"pdf"
"161",201319,"Wasserstrasse 16",47.569711,7.580093,"Basel","Kurzzeitzaehlstelle","Reale Zaehlstelle","Querschnitt",2,2,"MIV+Velo/Moto","Radar","Siedlungsorientierte Strasse (SOS)","Kanton Basel-Stadt","2013-06-11 02:00:00+02:00","ausser Betrieb",,"pdf"
